iter	Logloss
374	0.1489841098
375	0.1488275074
376	0.1487087613
377	0.1486052377
378	0.1484630948
379	0.1483742487
380	0.1482820874
381	0.1481202716
382	0.1480519068
383	0.1479499817
384	0.1478732154
385	0.1476817631
386	0.1475933802
387	0.1475161961
388	0.1474215735
389	0.147288168
390	0.1471269517
391	0.1470068432
392	0.1468435651
393	0.1467512948
394	0.1466579437
395	0.1465848196
396	0.1464778174
397	0.1464305151
398	0.1463012877
399	0.1461973917
400	0.146106393
401	0.1459912618
402	0.1459146046
403	0.1458419709
404	0.1456897736
405	0.1455860865
406	0.1454539889
407	0.145381764
408	0.1452971231
409	0.1452625275
410	0.1451946804
411	0.1449980055
412	0.1449271248
413	0.1448814755
414	0.1448105222
415	0.1446907134
416	0.144550605
417	0.1445021311
418	0.1444511595
419	0.1443479447
420	0.1442694891
421	0.1441348575
422	0.1440060843
423	0.1439219248
424	0.1438189279
425	0.1437686375
426	0.1436731429
427	0.1435727074
428	0.1434401921
429	0.1433210918
430	0.1433048612
431	0.1431407384
432	0.1430691129
433	0.1429248991
434	0.1428753626
435	0.1428461166
436	0.1427088783
437	0.1426226843
438	0.1425347919
439	0.1424293246
440	0.1423812321
441	0.1423042842
442	0.1422223046
443	0.1420902252
444	0.1419961838
445	0.1419678007
446	0.1418099903
447	0.141744214
448	0.1416852679
449	0.1414956592
450	0.1413629804
451	0.1412328629
452	0.1411908013
453	0.1411299206
454	0.1409787859
455	0.1408869062
456	0.1408406848
457	0.1407496861
458	0.140641603
459	0.1405736651
460	0.1404180618
461	0.1403368269
462	0.1402466365
463	0.1401022412
464	0.1400516147
465	0.1399733226
466	0.1399230321
467	0.1398000808
468	0.1396627154
469	0.1395352863
470	0.1394507726
471	0.1393908183
472	0.139283153
473	0.1392074948
474	0.1390907923
475	0.1390194666
476	0.1389505477
477	0.1388424283
478	0.1387517112
479	0.1386199406
480	0.138525981
481	0.1384516761
482	0.1383173806
483	0.1382608595
484	0.1382263456
485	0.1380905151
486	0.138006501
487	0.1378989901
488	0.1377947671
489	0.1377412705
490	0.1376592364
491	0.1376427151
492	0.137480536
493	0.1373097738
494	0.1371709006
495	0.1371020362
496	0.1370190212
497	0.1369579588
498	0.1369312014
499	0.1368847075
500	0.1368284498
501	0.1368037269
502	0.1367354802
503	0.1366426559
504	0.1364771525
505	0.1363989694
506	0.136381449
507	0.1363494964
508	0.1362803959
509	0.1362212681
510	0.1361588978
511	0.1360620226
512	0.1360283534
513	0.1359264919
514	0.1358346485
515	0.135666166
516	0.1355612255
517	0.1354244051
518	0.135399437
519	0.1353416352
520	0.1352275303
521	0.1351495834
522	0.1350995472
523	0.1349592845
524	0.1348201388
525	0.1347206297
526	0.1345458258
527	0.1344682966
528	0.1344469525
529	0.1344130743
530	0.1343619755
531	0.1343245733
532	0.1342381614
533	0.1341599419
534	0.1339999154
535	0.1338983082
536	0.1337815058
537	0.1336900439
538	0.1336023603
539	0.1334727333
540	0.1334080832
541	0.1331688291
542	0.1330992199
543	0.1329825992
544	0.1328369322
545	0.132776987
546	0.1326441447
547	0.1326010931
548	0.1325078419
549	0.1324517023
550	0.1323785873
551	0.1323270162
552	0.1322817666
553	0.1322394871
554	0.13218649
555	0.1320937747
556	0.1320331846
557	0.1319928305
558	0.1319402241
559	0.1318663461
560	0.1318086442
561	0.1316623324
562	0.1315048399
563	0.1313761575
564	0.1313262576
565	0.1312681834
566	0.1311684745
567	0.1310535249
568	0.1309557143
569	0.1308721452
570	0.1307853699
571	0.1306427547
572	0.1304544721
573	0.1303362528
574	0.1302260626
575	0.1302070073
576	0.1301252093
577	0.1301047552
578	0.1300368718
579	0.1299773807
580	0.1299198514
581	0.1298568635
582	0.1296996889
583	0.1295826412
584	0.1295524234
585	0.1294930231
586	0.1294264657
587	0.1294082278
588	0.1292798905
589	0.1292120434
590	0.1291156678
591	0.1290242513
592	0.1290138517
593	0.128934061
594	0.1287436349
595	0.1287077223
596	0.1286325546
597	0.1285140537
598	0.1283666702
599	0.1282274882
600	0.1281592778
601	0.1280910674
602	0.1279791332
603	0.1279238928
604	0.1278006962
605	0.1276720138
606	0.1276489894
607	0.1275500252
608	0.127520643
609	0.1274701709
610	0.1273430597
611	0.1272420066
612	0.1270990826
613	0.1270208995
614	0.1269643057
615	0.1268446332
616	0.1268157777
617	0.1267210461
618	0.1266808737
619	0.1266578311
620	0.1266027269
621	0.1265631449
622	0.1265233812
623	0.1264149439
624	0.1263637634
625	0.1262854077
626	0.1262553079
627	0.1262303125
628	0.1261150814
629	0.1260521662
630	0.1260247912
631	0.1258901869
632	0.1258768717
633	0.1257770357
634	0.1257577624
635	0.1257185255
636	0.1256260191
637	0.1255371275
638	0.1254847935
639	0.1253538223
640	0.1253118243
641	0.1252753485
642	0.1252481006
643	0.1251522791
644	0.1251286461
645	0.1250595093
646	0.1249379476
647	0.1248345602
648	0.1247907184
649	0.1246823265
650	0.1245975767
651	0.1245070957
652	0.1243936266
653	0.1242882138
654	0.1242489769
655	0.1242327736
656	0.1242057255
657	0.1241664886
658	0.1241401127
659	0.1240440187
660	0.123967752
661	0.1238611675
662	0.1237331572
663	0.123676627
664	0.1236603419
665	0.1235303606
666	0.1234483446
667	0.1234335218
668	0.1233961741
669	0.123332287
670	0.1231764566
671	0.12312992646672	0.12299826496673	0.12292800186674	0.1228386379
675	0.1227364858
676	0.1226767767
677	0.12253140067678	0.1224180676
679	0.12232409868680	0.12222468068681	0.12212665683682	0.12207358684683	0.12205910685684	0.12190023686685	0.12185764687	0.1187382879
688	0.1186211342
689	0.1185411166
690	0.1184210017
691	0.1183788002
692	0.1183445002
693	0.1182551466
694	0.1181522991
695	0.1180513609
696	0.1179556152
697	0.1178747497
698	0.1177823139
699	0.1176443531
700	0.1176055886
701	0.1175848405
702	0.1174934737
703	0.117445974
704	0.117374288
705	0.1172669178
706	0.1172303757
707	0.1171283406
708	0.1171006588
709	0.1170162886
710	0.1169905459
711	0.1169667578
712	0.1169298595
713	0.1168462927
714	0.1167808165
715	0.1167288166
716	0.1165604009
717	0.1165216291
718	0.1164768631
719	0.1164367758
720	0.1164096404
721	0.1163683563
722	0.1162909993
723	0.1162693483
724	0.1162114567
725	0.1161490948
726	0.1161127617
727	0.115995514
728	0.1158730538
729	0.1157648655
730	0.1156700468
731	0.1155458068
732	0.1154046666
733	0.1153197491
734	0.1152643111
735	0.1152290229
736	0.1151324344
737	0.1151172237
738	0.1149728755
739	0.1148706027
740	0.1147783742
741	0.1147730284
742	0.1146714982
743	0.1146092304
744	0.1145330479
745	0.1144608318
746	0.114398101
747	0.1143568894
748	0.1143115157
749	0.11430261
750	0.1142353144
751	0.1141778978
752	0.1141451027
753	0.1140072212
754	0.113876739
755	0.1138116464
756	0.1137311156
757	0.113600465
758	0.1135780818
759	0.1135102323
760	0.1133728894
761	0.1132829072
762	0.1131848971
763	0.1130495795
764	0.1130117369
765	0.1129820969
766	0.112962339
767	0.1129419236
768	0.1128259652
769	0.1128179766
770	0.1127514866
771	0.112687882
772	0.1126505646
773	0.1125711012
774	0.1124710504
775	0.112360158
776	0.1122551918
777	0.1122329188
778	0.1121618555
779	0.1120803196
780	0.1119988006
781	0.1119572216
7781	0.1159470604783	0.1118119842
784	0.1117692173
785	0.1117240765
786	0.1116380921
787	0.1116109204
7787	0.1156510671789	0.1113689598
790	0.1113079462
791	0.1112728819
792	0.1111917142
793	0.1111663579
794	0.11113823287795	0.1110436515795	0.1151335398
796	0.1150331134
797	0.1149886268
798	0.1149720691
799	0.1148918788
800	0.1147881099
8802	0.11064361458803	0.11054379338804	0.11040626388805	0.11037971805806	0.11035065808807	0.11024526808808	0.11023364808809	0.11018968098810	0.1101163810812	0.10882288811813	0.10873504812814	0.1087137858
815	0.1086474464
816	0.1086143403
817	0.1085375105
818	0.10849524
819	0.1084383828
820	0.1083209901
821	0.1082812718
822	0.1082610267
823	0.1081521715
824	0.1081187748
825	0.1080960228
826	0.1080426534
827	0.1079538709
828	0.1079086122
829	0.1078563236
830	0.107834162
831	0.1077546165
832	0.1076688312
833	0.1076379685
834	0.107581729
835	0.1075651623
836	0.1074630919
837	0.1073579152
838	0.1073524748
839	0.1072712217
840	0.1071793692
841	0.1070934114
842	0.1070265634
843	0.1070069631
844	0.1069631667
845	0.1069003605
846	0.1068829128
847	0.1068035126
848	0.1066797166
849	0.1066703796
850	0.1066116969
851	0.10655210850852	0.1065176373
853	0.1065044948
854	0.106421843
855	0.1063573746
856	0.10634527685857	0.10626059985858	0.10618405185859	0.10607852085860	0.1059968131
861	0.1059598469
862	0.1059021541
863	0.1057848431
864	0.105772736
865	0.1056923639
866	0.10557763248867	0.10543311898868	0.10535334638869	0.10526008618870	0.10524519978871	0.1052287329
872	0.1051751001
873	0.1050762721
874	0.1050606955
875	0.1049904687
876	0.1049851826
877	0.1049177715
878	0.1048059282
879	0.1046661922
880	0.1046507517
881	0.1045808338
882	0.1045570555
883	0.1045003437
884	0.1044765654
885	0.1044455846
886	0.1043512072
887	0.10421566788888	0.10410652188889	0.10406770288890	0.10404085488891	0.1039939335
892	0.1038754599
893	0.1038710892	894	0.103774893	895	0.1037357894	896	0.1036579895	897	0.1036431896	898	0.1036277897	0.1090989431
898	0.1090188344
899	0.1089819772
900	0.1089287985
901	0.1088705699
902	0.1087773641
903	0.1087400346
904	0.1086268652
905	907	0.1029597906	908	0.1029192907	909	0.1028596242
910	0.1028348287
911	0.102749543
912	0.1026995432
913	0.1026339031
914	0.1026181448
915	0.1025777908
916	0.1025162288
917	0.1024164291
918	0.1023218609
919	0.1023108709
920	0.1021818706
921	0.1020746231
922	0.1020153772
923	0.101957521
924	0.1019463403
925	0.1018435796
926	0.1017505827
927	0.1017335528
928	0.10172128927929	0.10165503928	0.1071870804
929	0.1070984977
930	0.1069862547
931	0.1069587344
932	0.1068418412
933	0.1068256651
934	0.1068113055
935	0.1067705064
936	0.106700543
937	0.1065918877
938	0.1065283276
939	0.1065005893
940	0.1064086369
941	0.1063027518
942	0.1062114716
943	0.1061867487
944	0.1061666943
945	0.1061393011
946	0.1060604277
947	0.1059665498
948	0.1058612369
949	0.1058443433
950	0.1058175042
951	0.1057922908
952	0.1057429904
953	0.1056700116
954	0.1056105114
955	0.1055367969
956	0.105510639
957	0.1054337093
958	0.1053790683
959	0.1052573885
960	0.1051375979
961	0.1050966172
962	0.1050227574
963	0.1049882435
964	0.1049514771
965	0.1048335484
966	0.1047956558
967	0.1047225952
968	0.1046603884
969	0.1046469371
970	0.1046204703
971	0.1045945485
972	0.1044832139
973	0.1044556663
974	0.1043852397
975	0.1043147314
976	0.1042893909
977	0.1042428335
978	0.1041942415
979	0.1041042237
980	0.1039870398
981	0.1039431072
982	0.1039360137
983	0.1038984208
984	0.1038329442
985	0.1037350972
986	0.103666469
987	0.1035715194
988	0.1035321372
989	0.1035125914
990	0.1034971328
991	0.1034109388
992	0.1033977781
993	0.1033552896
994	0.1033293951
995	0.1032776424
996	0.1031786056
997	0.1031633468
998	0.1031480517
999	0.1031011763
.0973006748
3623
6322
995	0.09142933898
996	0.09140484024
997	0.0913345605
998	0.09124358014
999	0.09122108606
5610449
